Symbol,Name,Last Sale,Net Change,% Change,Market Cap
DHAC,Digital Health Acquisition Corp. Common Stock,$10.90,UNCH,--,"44,974,741"
KEQU,Kewaunee Scientific Corporation Common Stock,$15.75,-0.20,-1.254%,"44,575,650"
LTBR,Lightbridge Corporation Common Stock,$3.84,-0.05,-1.285%,"44,481,873"
SYPR,"Sypris Solutions, Inc. Common Stock",$2.00,-0.0482,-2.353%,"44,301,330"
ZENV,Zenvia Inc. Class A Common Stock,$1.06,-0.09,-7.826%,"44,238,598"
SNSE,"Sensei Biotherapeutics, Inc. Common Stock",$1.44,-0.05,-3.356%,"44,237,219"
NICK,"Nicholas Financial, Inc. Common Stock",$6.03,-0.27,-4.286%,"44,019,000"
HOOK,HOOKIPA Pharma Inc. Common Stock,$0.80,-0.01,-1.235%,"43,773,324"
CNNB,"Cincinnati Bancorp, Inc. Common Stock",$15.1499,0.0199,0.132%,"43,726,778"
AZ,A2Z Smart Technologies Corp. Common Shares,$1.31,0.04,3.15%,"43,726,043"
ESOA,Energy Services of America Corporation Common Stock,$2.62,0.0466,1.811%,"43,668,025"
MOGO,Mogo Inc. Common Shares,$0.5749,0.0456,8.615%,"43,665,380"
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$1.3899,0.0999,7.744%,"43,633,473"
OKYO,OKYO Pharma Limited American Depositary Shares,$2.00,0.09,4.712%,"43,539,706"
BCDA,"BioCardia, Inc. Common Stock",$2.17,0.08,3.828%,"43,498,735"
NVCN,Neovasc Inc. Common Shares,$15.81,0.015,0.095%,"43,424,141"
SIEB,Siebert Financial Corp. Common Stock,$1.3401,-0.0199,-1.463%,"43,412,980"
HEXO,HEXO Corp. Common Shares,$1.01,UNCH,--,"43,357,023"
UIHC,United Insurance Holdings Corp. Common Stock,$1.00,-0.06,-5.66%,"43,308,091"
ORGS,Orgenesis Inc. Common Stock,$1.9599,0.0099,0.508%,"43,302,952"
CSPI,CSP Inc. Common Stock,$9.45,0.02,0.212%,"43,042,747"
AGAE,Allied Gaming & Entertainment Inc. Common Stock,$1.10,0.05,4.762%,"42,994,017"
ACHL,Achilles Therapeutics plc American Depositary Shares,$1.05,0.15,16.667%,"42,985,701"
JZ,Jianzhi Education Technology Group Company Limited American Depositary Shares,$0.7097,-0.0313,-4.224%,"42,975,884"
ANGH,Anghami Inc. Ordinary Shares,$1.65,0.055,3.448%,"42,909,329"
LPTX,"Leap Therapeutics, Inc. Common Stock",$0.43,-0.02,-4.444%,"42,579,192"
MNDO,MIND C.T.I. Ltd. Ordinary Shares,$2.11,0.01,0.476%,"42,420,128"
USIO,"Usio, Inc. Common Stock",$1.67,0.02,1.212%,"42,291,411"
GRTX,"Galera Therapeutics, Inc. Common Stock",$1.48,-0.01,-0.671%,"42,180,098"
TKLF,"Yoshitsu Co., Ltd American Depositary Shares",$1.16,-0.0699,-5.683%,"42,050,063"
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,$9.99,UNCH,--,"42,018,529"
UBX,"Unity Biotechnology, Inc. Common Stock",$2.96,0.22,8.029%,"42,009,223"
MTBC,"CareCloud, Inc. Common Stock",$2.76,-0.05,-1.779%,"42,007,774"
EVAX,Evaxion Biotech A/S American Depositary Share,$1.74,-0.035,-1.972%,"41,994,836"
VEV,Vicinity Motor Corp. Common Stock,$0.9532,-0.0068,-0.708%,"41,972,657"
KIRK,"Kirkland's, Inc. COMMONSTOCK",$3.29,-0.01,-0.303%,"41,961,871"
PNBK,Patriot National Bancorp Inc. Common Stock,$10.60,UNCH,--,"41,947,051"
MBIO,"Mustang Bio, Inc. Common Stock",$0.3901,-0.0048,-1.215%,"41,859,371"
SRAX,"SRAX, Inc. Class A Common Stock",$1.59,0.06,3.922%,"41,841,133"
KRKR,36Kr Holdings Inc. American Depositary Shares,$1.03,-0.0019,-0.184%,"41,835,024"
JFU,9F Inc. American Depositary Shares,$0.1801,0.0051,2.914%,"41,824,021"
GSIT,GSI Technology Common Stock,$1.70,-0.03,-1.734%,"41,741,380"
NXTC,"NextCure, Inc. Common Stock",$1.49,0.08,5.674%,"41,384,059"
GP,GreenPower Motor Company Inc. Common Shares,$1.76,0.03,1.734%,"41,318,774"
TCRX,"TScan Therapeutics, Inc. Common Stock",$1.71,0.16,10.323%,"41,176,072"
OCX,Oncocyte Corporation Common Stock,$0.345,0.0241,7.51%,"40,932,118"
SEED,Origin Agritech Limited Common Stock,$6.79,-0.16,-2.302%,"40,849,034"
USAU,U.S. Gold Corp. Common Stock,$4.88,0.08,1.667%,"40,814,675"
LITM,Snow Lake Resources Ltd. Common Shares,$2.27,-0.01,-0.439%,"40,689,201"
SERA,"Sera Prognostics, Inc. Class A Common Stock",$1.31,0.05,3.968%,"40,632,242"
NOVN,"Novan, Inc. Common Stock",$1.66,0.20,13.699%,"40,607,298"
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,$4.05,0.20,5.195%,"40,536,981"
DOGZ,Dogness (International) Corporation Class A Common Stock,$1.03,0.05,5.102%,"40,452,487"
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,$0.63,0.0263,4.356%,"40,396,538"
TRIB,Trinity Biotech plc American Depositary Shares,$1.06,0.07,7.071%,"40,394,024"
CRVS,"Corvus Pharmaceuticals, Inc. Common Stock",$0.8672,0.0172,2.024%,"40,371,205"
AWH,Aspira Women's Health Inc. Common Stock,$0.3238,-0.0088,-2.646%,"40,343,825"
ALGS,"Aligos Therapeutics, Inc. Common Stock",$0.94,-0.0129,-1.354%,"40,246,657"
NHTC,Natural Health Trends Corp. Common Stock,$3.52,0.09,2.624%,"40,207,337"
XGN,Exagen Inc. Common Stock,$2.46,0.06,2.50%,"40,145,940"
BLRX,BioLineRx Ltd. American Depositary Shares,$0.65,0.06,10.169%,"39,990,919"
NCNA,NuCana plc American Depositary Share,$0.76,0.10,15.152%,"39,668,960"
AIHS,Senmiao Technology Limited Common Stock,$0.9136,0.01,1.107%,"39,612,616"
IDN,"Intellicheck, Inc. Common Stock",$2.09,0.09,4.50%,"39,607,197"
VRAR,"The Glimpse Group, Inc. Common Stock",$2.91,-0.12,-3.96%,"39,563,586"
AFIB,"Acutus Medical, Inc. Common Stock",$1.39,0.24,20.87%,"39,548,623"
IMNM,"Immunome, Inc. Common Stock",$3.26,1.05,47.511%,"39,540,028"
AACG,ATA Creativity Global American Depositary Shares,$1.26,-0.0133,-1.045%,"39,534,919"
DYAI,"Dyadic International, Inc. Common Stock",$1.38,0.15,12.195%,"39,417,078"
APCX,AppTech Payments Corp. Common Stock,$2.40,0.03,1.266%,"39,380,551"
DMAC,DiaMedica Therapeutics Inc. Common Stock,$1.48,-0.1001,-6.335%,"39,135,739"
NMRD,"Nemaura Medical, Inc. Common Stock",$1.7087,-0.0084,-0.489%,"39,118,474"
VMAR,Vision Marine Technologies Inc. Common Shares,$4.63,0.02,0.434%,"39,090,229"
EDRY,EuroDry Ltd. Common Shares ,$16.94,-0.245,-1.426%,"39,040,432"
ARDS,Aridis Pharmaceuticals Inc. Common Stock,$1.50,0.32,27.119%,"38,960,298"
EDSA,"Edesa Biotech, Inc. Common Shares",$2.00,-0.16,-7.407%,"38,706,702"
CPSH,CPS Technologies Corp. Common Stock,$2.68,-0.01,-0.372%,"38,695,946"
TCRR,TCR2 Therapeutics Inc. Common Stock,$1.00,0.0012,0.12%,"38,657,061"
PMN,ProMIS Neurosciences Inc. Common Shares,$4.50,0.16,3.687%,"38,606,778"
GANX,"Gain Therapeutics, Inc. Common Stock",$3.24,0.11,3.514%,"38,502,112"
FTEK,"Fuel Tech, Inc. Common Stock",$1.27,-0.005,-0.392%,"38,476,297"
DNAY,"Codex DNA, Inc. Common Stock",$1.30,0.10,8.333%,"38,378,284"
DXR,Daxor Corporation Common Stock,$9.00,-0.1602,-1.749%,"38,364,480"
CVV,CVD Equipment Corporation Common Stock,$5.64,0.13,2.359%,"38,131,690"
LGHL,Lion Group Holding Ltd. American Depositary Share,$0.6845,-0.0305,-4.266%,"37,928,013"
TLF,"Tandy Leather Factory, Inc. Common Stock",$4.5457,0.2957,6.958%,"37,698,167"
BWAY,BrainsWay Ltd. American Depositary Shares,$2.27,-0.20,-8.097%,"37,540,645"
CHCI,"Comstock Holding Companies, Inc. Class A Common Stock",$3.96,-0.29,-6.824%,"37,500,190"
NOVV,Nova Vision Acquisition Corp. Ordinary share,$10.45,UNCH,--,"37,323,345"
PBBK,"PB Bankshares, Inc. Common Stock",$13.58,UNCH,--,"37,201,880"
AWRE,"Aware, Inc. Common Stock",$1.71,UNCH,--,"37,031,598"
BEAT,"Heartbeam, Inc. Common Stock",$4.60,-0.28,-5.738%,"36,821,252"
MSVB,"Mid-Southern Bancorp, Inc. Common Stock",$12.82,-0.19,-1.46%,"36,788,093"
TTCF,"Tattooed Chef, Inc Class A Common Stock",$1.43,0.20,16.26%,"36,680,088"
CLRO,"ClearOne, Inc. (DE) Common Stock",$1.53,0.01,0.658%,"36,647,409"
CJJD,"China Jo-Jo Drugstores, Inc. (Cayman Islands) Ordinary Shares",$4.29,0.715,20.00%,"36,625,274"
BWEN,"Broadwind, Inc. Common Stock",$1.77,-0.02,-1.117%,"36,591,679"
LPCN,Lipocine Inc. Common Stock,$0.413,0.0152,3.821%,"36,554,957"
DTSS,Datasea Inc. Common Stock,$1.50,UNCH,--,"36,486,950"
EUDA,EUDA Health Holdings Limited Ordinary Shares,$1.6301,-0.0176,-1.068%,"36,466,397"
EQ,"Equillium, Inc. Common Stock",$1.06,UNCH,--,"36,413,209"
DRCT,"Direct Digital Holdings, Inc. Class A Common Stock",$2.563,0.138,5.691%,"36,338,214"
APLT,"Applied Therapeutics, Inc. Common Stock",$0.7522,-0.0078,-1.026%,"36,149,947"
NPCE,"Neuropace, Inc. Common Stock",$1.44,-0.05,-3.356%,"35,860,530"
EMKR,EMCORE Corporation Common Stock,$0.9511,-0.0114,-1.184%,"35,764,528"
BCEL,"Atreca, Inc. Class A Common Stock",$0.9149,0.1143,14.277%,"35,742,756"
RAND,Rand Capital Corporation Common Stock,$13.8161,0.4961,3.724%,"35,659,644"
MOBBW,Mobilicom Limited Warrants,$0.11,UNCH,--,"35,413,039"
RMCF,"Rocky Mountain Chocolate Factory, Inc. Common Stock",$5.6636,-0.0364,-0.639%,"35,333,932"
IZEA,"IZEA Worldwide, Inc. Common Stock",$0.5634,0.0204,3.757%,"35,113,953"
TFFP,"TFF Pharmaceuticals, Inc. Common Stock",$0.97,-0.08,-7.619%,"35,107,292"
LXEH,"Lixiang Education Holding Co., Ltd. American Depositary Shares",$2.625,-0.1751,-6.253%,"35,000,175"
DAIO,Data I/O Corporation Common Stock,$3.96,-0.01,-0.252%,"34,912,869"
ABIO,"ARCA biopharma, Inc. Common Stock",$2.42,0.05,2.11%,"34,872,546"
OMQS,OMNIQ Corp. Common Stock,$4.521,0.156,3.574%,"34,784,809"
DCTH,"Delcath Systems, Inc. Common Stock",$3.46,-0.14,-3.889%,"34,761,136"
SOHO,Sotherly Hotels Inc. Common Stock,$1.83,0.02,1.105%,"34,681,291"
MDNA,Medicenna Therapeutics Corp. Common Shares,$0.4976,0.0396,8.646%,"34,651,605"
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,$1.5881,0.1381,9.524%,"34,541,175"
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,$0.5401,0.0301,5.902%,"34,405,981"
GURE,"Gulf Resources, Inc. (NV) Common Stock",$3.22,0.13,4.207%,"34,363,595"
ADN,"Advent Technologies Holdings, Inc. Class A Common Stock",$1.68,-0.13,-7.182%,"34,336,189"
EVTV,"Envirotech Vehicles, Inc. Common Stock",$2.28,0.15,7.042%,"34,248,081"
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,$2.94,-0.26,-8.125%,"33,885,279"
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,$8.40,0.80,10.526%,"33,839,450"
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,$10.01,UNCH,--,"33,721,768"
MEIP,"MEI Pharma, Inc. Common Stock",$0.253,0.0094,3.859%,"33,714,999"
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,$0.5184,0.0433,9.114%,"33,682,962"
ATXG,Addentax Group Corp. Common Stock,$1.08,0.0085,0.793%,"33,580,444"
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,$2.31,0.06,2.667%,"33,412,133"
AVRO,"AVROBIO, Inc. Common Stock",$0.7624,0.0495,6.943%,"33,373,365"
PHCF,"Puhui Wealth Investment Management Co., Ltd. Ordinary Shares",$2.90,0.2194,8.185%,"33,371,918"
PLUR,Pluri Inc. Common Stock,$1.02,0.0799,8.499%,"33,310,389"
GTBP,"GT Biopharma, Inc. Common Stock",$1.02,0.1343,15.163%,"33,208,874"
OCC,Optical Cable Corporation Common Stock,$4.18,-0.24,-5.43%,"32,993,551"
IRIX,IRIDEX Corporation Common Stock,$2.0601,0.0501,2.493%,"32,940,220"
SIOX,Sio Gene Therapies Inc. Common Stock,$0.4435,0.0085,1.954%,"32,807,999"
SABS,"SAB Biotherapeutics, Inc. Common Stock",$0.65,0.0601,10.188%,"32,756,270"
LUMO,"Lumos Pharma, Inc. Common Stock",$3.90,0.29,8.033%,"32,667,203"
DERM,Journey Medical Corporation Common Stock,$1.84,-0.08,-4.167%,"32,575,958"
SURF,"Surface Oncology, Inc. Common Stock",$0.8153,-0.0047,-0.573%,"32,535,416"
LPTH,"LightPath Technologies, Inc. Class A Common Stock",$1.20,-0.02,-1.639%,"32,498,426"
XWEL,"XWELL, Inc. Common Stock",$0.3901,0.0272,7.495%,"32,468,905"
TCON,"TRACON Pharmaceuticals, Inc. Common Stock",$1.45,-0.04,-2.685%,"32,206,597"
MTEX,"Mannatech, Incorporated Common Stock",$17.242,-0.658,-3.676%,"32,043,688"
UTSI,UTStarcom Holdings Corp. Ordinary Shares,$3.54,-0.01,-0.282%,"31,982,219"
NSYS,Nortech Systems Incorporated Common Stock,$11.87,-0.38,-3.102%,"31,937,826"
CLEU,China Liberal Education Holdings Limited Ordinary Shares,$1.0099,0.0099,0.99%,"31,911,156"
POCI,"Precision Optics Corporation, Inc. Common stock",$5.6501,0.0849,1.526%,"31,856,970"
NTWK,NetSol Technologies Inc. Common  Stock,$2.81,-0.075,-2.60%,"31,669,259"
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),$0.3492,0.0259,8.011%,"31,607,887"
TARA,"Protara Therapeutics, Inc.  Common Stock",$2.80,0.12,4.478%,"31,548,689"
VCNX,"Vaccinex, Inc. Common Stock",$0.6321,-0.0124,-1.924%,"31,526,999"
ELDN,"Eledon Pharmaceuticals, Inc. Common Stock",$2.27,-0.01,-0.439%,"31,227,909"
NCMI,"National CineMedia, Inc. Common Stock",$0.254,0.034,15.455%,"31,161,723"
SNT,Senstar Technologies Ltd. Ordinary Shares,$1.335,0.075,5.952%,"31,118,833"
BNOX,Bionomics Limited American Depository Shares,$4.13,-0.52,-11.183%,"31,051,880"
GLTO,"Galecto, Inc. Common Stock",$1.21,0.06,5.217%,"30,953,045"
IMMX,"Immix Biopharma, Inc. Common Stock",$2.22,-0.07,-3.057%,"30,918,089"
MBRX,"Moleculin Biotech, Inc. Common Stock",$1.07,0.01,0.943%,"30,631,775"
SHFS,"SHF Holdings, Inc. Class A Common Stock",$1.47,-0.305,-17.183%,"30,599,391"
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,$10.33,0.12,1.175%,"30,504,831"
WKEY,WISeKey International Holding AG American Depositary Shares,$1.85,0.07,3.933%,"30,387,249"
LIZI,LIZHI INC. American Depositary Shares,$0.59,-0.04,-6.349%,"30,371,398"
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,$0.4351,0.0751,20.861%,"30,345,907"
BTMD,Biote Corp. Class A Common Stock,$3.61,-0.12,-3.217%,"30,341,028"
APWC,"Asia Pacific Wire & Cable Corporation, Ltd. Ordinary Shares (Bermuda)",$1.47,0.03,2.083%,"30,305,854"
LNSR,"LENSAR, Inc. Common Stock",$2.73,-0.23,-7.77%,"30,093,620"
EVGN,Evogene Ltd Ordinary Shares,$0.725,0.025,3.571%,"29,881,559"
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,$0.4619,0.0378,8.913%,"29,836,851"
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,$0.772,-0.0164,-2.08%,"29,650,300"
SPCB,"SuperCom, Ltd. Ordinary Shares (Israel)",$1.82,0.04,2.247%,"29,640,418"
WVVI,"Willamette Valley Vineyards, Inc. Common Stock",$5.965,-0.0021,-0.035%,"29,613,415"
AMV,"Atlis Motor Vehicles, Inc. Class A Common Stock",$3.04,-0.21,-6.462%,"29,506,298"
UGRO,"urban-gro, Inc. Common Stock",$2.78,0.06,2.206%,"29,500,226"
AKTX,Akari Therapeutics plc ADS,$0.4934,0.0235,5.001%,"29,282,881"
USEA,United Maritime Corporation Common Stock,$4.05,-0.35,-7.955%,"29,249,963"
CYCN,"Cyclerion Therapeutics, Inc. Common Stock",$0.6699,0.0137,2.088%,"29,136,754"
BFI,"BurgerFi International, Inc. Common Stock ",$1.30,0.04,3.175%,"28,929,202"
TBLT,"ToughBuilt Industries, Inc. Common Stock",$2.17,-0.17,-7.265%,"28,880,523"
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,$10.18,0.04,0.394%,"28,821,392"
EEIQ,EpicQuest Education Group International Limited Common Stock,$2.50,0.29,13.122%,"28,788,745"
IDRA,"Idera Pharmaceuticals, Inc. Common Stock",$0.4609,0.1109,31.686%,"28,739,620"
RAVE,"Rave Restaurant Group, Inc. Common Stock",$1.54,-0.04,-2.532%,"28,715,803"
STSA,"Satsuma Pharmaceuticals, Inc. Common Stock",$0.8619,-0.0381,-4.233%,"28,551,260"
TGL,Treasure Global Inc. Common Stock,$1.64,-0.07,-4.094%,"28,352,510"
SALM,"Salem Media Group, Inc. Class A Common Stock",$1.04,-0.01,-0.952%,"28,305,458"
EDUC,Educational Development Corporation Common Stock,$3.25,0.0899,2.845%,"28,227,189"
BBGI,"Beasley Broadcast Group, Inc. Class A Common Stock",$0.9462,0.0259,2.814%,"27,960,043"
VISL,"Vislink Technologies, Inc. Common Stock",$0.5885,0.0285,5.089%,"27,906,268"
NTRB,Nutriband Inc. Common Stock,$3.5601,-0.0447,-1.24%,"27,886,801"
PMD,Psychemedics Corporation,$4.93,0.0253,0.516%,"27,828,351"
FTFT,Future FinTech Group Inc. Common Stock,$0.3803,0.0083,2.231%,"27,805,310"
SSKN,"Strata Skin Sciences, Inc. Common Stock",$0.8002,0.0101,1.278%,"27,785,381"
SGRP,"SPAR Group, Inc. Common Stock",$1.22,-0.08,-6.154%,"27,715,296"
RTC,Baijiayun Group Ltd. Class A Ordinary Shares,$8.48,-0.90,-9.595%,"27,694,298"
GTIM,Good Times Restaurants Inc. Common Stock,$2.315,0.075,3.348%,"27,657,627"
OPHC,"OptimumBank Holdings, Inc. Common Stock",$4.08,-0.01,-0.244%,"27,615,517"
NH,"NantHealth, Inc. Common Stock",$3.58,-0.07,-1.918%,"27,577,993"
QLI,Qilian International Holding Group Ltd. Ordinary Shares,$0.7699,0.031,4.195%,"27,523,925"
ATNX,"Athenex, Inc. Common Stock",$0.1739,0.0264,17.898%,"27,373,616"
CGRN,Capstone Green Energy Corporation Common Stock,$1.49,0.04,2.759%,"27,315,504"
DPRO,Draganfly Inc. Common Shares,$0.8066,0.0566,7.547%,"27,264,315"
CTHR,Charles & Colvard Ltd Common Stock,$0.898,0.0755,9.179%,"27,249,770"
SFT,"Shift Technologies, Inc. Class A Common Stock",$0.16,0.0111,7.455%,"27,199,549"
ZCMD,Zhongchao Inc. Class A Ordinary Shares,$1.15,0.0014,0.122%,"27,099,831"
MODD,"Modular Medical, Inc. Common Stock",$2.48,0.48,24.00%,"27,095,793"
SPRB,"Spruce Biosciences, Inc. Common Stock",$1.15,0.0526,4.793%,"27,094,288"
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,$0.5399,0.0078,1.466%,"27,081,407"
SPI,"SPI Energy Co., Ltd. Ordinary Shares",$0.8986,0.0386,4.488%,"26,950,125"
VTGN,"VistaGen Therapeutics, Inc. Common Stock",$0.13,0.027,26.214%,"26,888,725"
OIG,"Orbital Infrastructure Group, Inc. Common Stock",$0.1907,-0.0063,-3.198%,"26,807,064"
OCCI,"OFS Credit Company, Inc. Common Stock",$8.26,0.14,1.724%,"26,802,288"
ENG,ENGlobal Corporation Common Stock,$0.745,-0.0315,-4.057%,"26,671,460"
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,$0.46,0.0702,18.009%,"26,466,695"
SOPA,Society Pass Incorporated Common Stock,$0.9873,-0.0027,-0.273%,"26,322,250"
FGF,"FG Financial Group, Inc. Common Stock (NV)",$2.80,-0.05,-1.754%,"26,303,312"
ANGN,Angion Biomedica Corp. Common Stock,$0.8719,0.0603,7.43%,"26,256,138"
TLIS,Talis Biomedical Corporation Common Stock,$0.49,0.0443,9.939%,"26,138,340"
BTTX,"Better Therapeutics, Inc. Common Stock",$1.10,-0.005,-0.452%,"26,118,686"
QNCX,"Quince Therapeutics, Inc. Common Stock",$0.72,0.0826,12.959%,"26,013,820"
SUNW,"Sunworks, Inc. Common Stock",$1.56,-0.02,-1.266%,"25,941,228"
AGLE,"Aeglea BioTherapeutics, Inc. Common Stock",$0.4214,-0.0285,-6.335%,"25,920,768"
ZYNE,"Zynerba Pharmaceuticals, Inc. Common Stock",$0.5491,0.0191,3.604%,"25,842,135"
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,$2.15,0.16,8.04%,"25,800,000"
MIGI,Mawson Infrastructure Group Inc. Common Stock,$0.315,0.085,36.957%,"25,752,917"
PPSI,"Pioneer Power Solutions, Inc. Common Stock",$2.67,-0.01,-0.373%,"25,750,935"
CMRA,"Comera Life Sciences Holdings, Inc. Common Stock",$1.29,0.06,4.878%,"25,605,360"
GBNY,"Generations Bancorp NY, Inc. Common Stock",$10.80,UNCH,--,"25,541,773"
CLPS,CLPS Incorporation Common Stock,$1.08,-0.04,-3.571%,"25,516,212"
SWVL,Swvl Holdings Corp Class A Common Shares,$0.188,0.051,37.226%,"25,403,511"
SEAC,"SeaChange International, Inc. Common Stock",$0.506,0.0349,7.408%,"25,395,866"
LFLY,"Leafly Holdings, Inc. Common Stock",$0.634,-0.0179,-2.746%,"25,382,550"
MBOT,Microbot Medical Inc. Common Stock,$3.20,0.19,6.312%,"25,250,010"
MEGL,Magic Empire Global Limited Ordinary Shares,$1.26,-0.03,-2.326%,"25,200,000"
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,$2.00,-0.18,-8.257%,"25,159,060"
PPBT,Purple Biotech Ltd. American Depositary Shares,$1.36,-0.02,-1.449%,"25,061,696"
CASI,"CASI Pharmaceuticals, Inc. Common Stock",$1.84,0.05,2.793%,"25,035,279"
PATI,"Patriot Transportation Holding, Inc. Common Stock",$7.15,0.12,1.707%,"25,034,216"
SWAG,"Stran & Company, Inc. Common Stock",$1.34,0.0799,6.341%,"24,967,034"
WTER,The Alkaline Water Company Inc. Common Stock,$0.17,-0.0047,-2.69%,"24,939,928"
MNPR,Monopar Therapeutics Inc. Common Stock,$2.32,-0.05,-2.11%,"24,908,439"
SRGA,"Surgalign Holdings, Inc. Common Stock",$1.95,-0.04,-2.01%,"24,874,974"
VLCN,"Volcon, Inc. Common stock",$1.02,0.0099,0.98%,"24,863,785"
MGTA,"Magenta Therapeutics, Inc. Common Stock",$0.41,0.015,3.797%,"24,827,763"
ADMP,Adamis Pharmaceuticals Corporation Common Stock,$0.1651,-0.0042,-2.481%,"24,762,237"
CFMS,"Conformis, Inc. Common Stock",$3.26,-0.06,-1.807%,"24,504,621"
APTX,Aptinyx Inc. Common Stock,$0.3601,0.0748,26.218%,"24,384,430"
LHDX,"Lucira Health, Inc. Common Stock",$0.60,0.4889,440.054%,"24,359,372"
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. Common Stock",$1.80,-0.16,-8.163%,"24,349,644"
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,$1.34,0.46,52.273%,"24,200,400"
RNXT,"RenovoRx, Inc. Common Stock",$2.65,0.30,12.766%,"24,108,908"
CNTG,Centogene N.V. Common Shares,$0.89,-0.04,-4.301%,"24,102,586"
RVYL,Ryvyl Inc. Common Stock,$0.484,0.0252,5.493%,"24,029,405"
MRKR,"Marker Therapeutics, Inc. Common Stock",$0.2769,0.011,4.137%,"23,648,170"
HEPA,"Hepion Pharmaceuticals, Inc. Common Stock",$0.31,0.0097,3.23%,"23,631,181"
BNRG,Brenmiller Energy Ltd Ordinary Shares,$1.55,0.1779,12.966%,"23,597,174"
HARP,"Harpoon Therapeutics, Inc. Common Stock",$0.71,-0.0157,-2.163%,"23,592,435"
BSQR,BSQUARE Corporation Common Stock,$1.15,0.0188,1.662%,"23,567,901"
CUBA,"Herzfeld Caribbean Basin Fund, Inc. (The) Common Stock",$3.66,-0.02,-0.543%,"23,531,077"
GLBZ,Glen Burnie Bancorp Common Stock,$8.2105,-0.0995,-1.197%,"23,523,460"
TC,TuanChe Limited American Depositary Shares,$0.9562,0.1212,14.515%,"23,492,939"
ZIVO,"Zivo Bioscience, Inc. Common Stock",$2.49,-0.01,-0.40%,"23,454,953"
NMTC,NeuroOne Medical Technologies Corporation Common Stock,$1.44,0.24,20.00%,"23,383,388"
MDVL,"MedAvail Holdings, Inc. Common Stock",$0.2919,-0.0079,-2.635%,"23,365,339"
GCTK,"GlucoTrack, Inc. Common Stock",$1.5075,0.0975,6.915%,"23,331,072"
LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,$0.6184,0.0483,8.472%,"23,237,276"
PXMD,"PaxMedica, Inc. Common Stock",$1.92,-0.11,-5.419%,"23,108,337"
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,$1.47,0.03,2.083%,"23,066,750"
BOXL,Boxlight Corporation Class A Common Stock,$0.3102,-0.0006,-0.193%,"22,993,331"
BSGM,"BioSig Technologies, Inc. Common Stock",$0.4199,-0.0001,-0.024%,"22,917,010"
RGLS,Regulus Therapeutics Inc. Common Stock,$1.36,-0.01,-0.73%,"22,902,755"
BTCY,"Biotricity, Inc. Common Stock",$0.4372,-0.0108,-2.411%,"22,799,737"
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,$4.65,0.1399,3.102%,"22,703,625"
SGMA,"SigmaTron International, Inc. Common Stock",$3.73,-0.11,-2.865%,"22,645,904"
GLBS,Globus Maritime Limited Common Stock,$1.10,0.05,4.762%,"22,640,531"
BFRI,Biofrontera Inc. Common Stock,$0.8451,-0.0715,-7.801%,"22,563,327"
